product_id,product_name,brand,gender,recommended_age_group,category,subcategory,occasion,style,style_mood,primary_color,secondary_color,season,fabric,fit,sleeve_type,neckline,pattern,embellishment,recommended_body_type,size_options,mrp_inr,discount_percent,final_price_inr,budget_segment,rating,rating_count,stock_qty,return_rate,popularity_score,trend_score,sustainable,bestseller,material_care,search_tags,image_url,product_description
4205,Velora Yellow Jeans,Velora,Men,Teen,Bottomwear,Jeans,College,Minimal,Statement,Yellow,Grey,Spring,Cotton,Slim,NA,NA,Solid,Ruffles,Plus Size,"S,M,L,XL",1600,10,1440,Medium,4.3,818,91,0.03,100,100,No,No,Dry Clean,"bottomwear,college,cotton,jeans,men,minimal,teen,yellow",https://example.com/images/4205.jpg,comfortable fit with refined detailing; ideal for college wear with a minimal aesthetic. Made in cotton with solid finish.
4208,MintMode Green Jeans,MintMode,Men,Teen,Bottomwear,Jeans,College,Sporty,Minimal,Green,Beige,Winter,Polyester,Relaxed,NA,NA,Solid,Sequins,Curvy,"S,M,L",1620,0,1620,Medium,4.3,535,12,0.11,100,100,Yes,No,Gentle Wash,"bottomwear,college,green,jeans,men,polyester,sporty,teen",https://example.com/images/4208.jpg,easy-to-style seasonal pick; ideal for college wear with a sporty aesthetic. Made in polyester with solid finish.
4210,VivaStyle Green Jeans,VivaStyle,Men,Young Adult,Bottomwear,Jeans,College,Sporty,Statement,Green,Grey,All Season,Polyester,Regular,NA,NA,Checked,Frill,Athletic,"S,M,L",2640,25,1980,Medium,3.8,204,102,0.07,100,100,No,No,Dry Clean,"bottomwear,college,green,jeans,men,polyester,sporty,young_adult",https://example.com/images/4210.jpg,lightweight and breathable design; ideal for college wear with a sporty aesthetic. Made in polyester with checked finish.
4211,FableFit Peach Jeans,FableFit,Men,Adult,Bottomwear,Jeans,Gym,Sporty,Elegant,Peach,Green,Spring,Linen,Relaxed,NA,NA,Solid,Frill,Plus Size,"S,M,L",1010,0,1010,Medium,4.2,1925,151,0.08,100,100,Yes,Yes,Hand Wash,"adult,bottomwear,gym,jeans,linen,men,peach,sporty",https://example.com/images/4211.jpg,elevated everyday essential; ideal for gym wear with a sporty aesthetic. Made in linen with solid finish.
4222,MintMode Green Jeans,MintMode,Men,Teen,Bottomwear,Jeans,College,Smart Casual,Contemporary,Green,Beige,Monsoon,Cotton,Tapered,NA,NA,Solid,Frill,Curvy,"M,L,XL,XXL",1890,0,1890,Medium,3.8,1100,165,0.05,100,95,Yes,No,Hand Wash,"bottomwear,college,cotton,green,jeans,men,smart_casual,teen",https://example.com/images/4222.jpg,occasion-ready statement piece; ideal for college wear with a smart casual aesthetic. Made in cotton with solid finish.
4224,UrbanWeave Yellow Jeans,UrbanWeave,Men,Adult,Bottomwear,Jeans,Office,Classic,Elegant,Yellow,Black,Winter,Linen,Regular,NA,NA,Solid,Ruffles,Plus Size,"M,L,XL,XXL",1240,0,1240,Medium,4.0,1572,130,0.07,100,90,No,Yes,Hand Wash,"adult,bottomwear,classic,jeans,linen,men,office,yellow",https://example.com/images/4224.jpg,fashion-forward look with versatile styling; ideal for office wear with a classic aesthetic. Made in linen with solid finish.
4225,CityDrift Red Jeans,CityDrift,Men,Teen,Bottomwear,Jeans,Travel,Sporty,Playful,Red,White,Monsoon,Linen,Slim,NA,NA,Solid,Patchwork,Curvy,"S,M,L",2090,0,2090,Medium,3.7,341,83,0.14,100,93,No,No,Dry Clean,"bottomwear,jeans,linen,men,red,sporty,teen,travel",https://example.com/images/4225.jpg,trend-led wardrobe staple; ideal for travel wear with a sporty aesthetic. Made in linen with solid finish.
4234,MintMode Lavender Jeans,MintMode,Men,Adult,Bottomwear,Jeans,Gym,Streetwear,Vintage,Lavender,Blue,Summer,Linen,Regular,NA,NA,Solid,Ruffles,Plus Size,"S,M,L,XL",1880,30,1320,Medium,4.2,1329,89,0.02,100,100,No,Yes,Dry Clean,"adult,bottomwear,gym,jeans,lavender,linen,men,streetwear",https://example.com/images/4234.jpg,lightweight and breathable design; ideal for gym wear with a streetwear aesthetic. Made in linen with solid finish.
4237,Eshine Navy Jeans,Eshine,Men,Teen,Bottomwear,Jeans,Gym,Classic,Edgy,Navy,Grey,Monsoon,Linen,Slim,NA,NA,Solid,Ruffles,Athletic,"28,30,32,34,36",2070,25,1550,Medium,4.4,744,130,0.12,100,100,Yes,No,Gentle Wash,"bottomwear,classic,gym,jeans,linen,men,navy,teen",https://example.com/images/4237.jpg,easy-to-style seasonal pick; ideal for gym wear with a classic aesthetic. Made in linen with solid finish.
4238,CityDrift Pink Jeans,CityDrift,Men,Adult,Bottomwear,Jeans,Office,Streetwear,Vintage,Pink,None,Winter,Polyester,Relaxed,NA,NA,Solid,None,Slim,"28,30,32,34,36",1890,20,1510,Medium,4.3,592,118,0.08,100,98,No,Yes,Gentle Wash,"adult,bottomwear,jeans,men,office,pink,polyester,streetwear",https://example.com/images/4238.jpg,easy-to-style seasonal pick; ideal for office wear with a streetwear aesthetic. Made in polyester with solid finish.
4240,FableFit Grey Jeans,FableFit,Men,Adult,Bottomwear,Jeans,College,Classic,Statement,Grey,Pink,Monsoon,Cotton,Tapered,NA,NA,Washed,Sequins,Regular,"S,M,L",3010,15,2560,Premium,4.0,2017,40,0.04,100,100,No,Yes,Machine Wash,"adult,bottomwear,classic,college,cotton,grey,jeans,men",https://example.com/images/4240.jpg,premium finish with modern silhouette; ideal for college wear with a classic aesthetic. Made in cotton with washed finish.
4244,Eshine Orange Jeans,Eshine,Men,Adult,Bottomwear,Jeans,Casual,Classic,Vintage,Orange,Blue,Autumn,Denim,Tapered,NA,NA,Solid,Buttons,Curvy,"M,L,XL,XXL",2940,25,2200,Medium,4.6,1242,175,0.03,100,100,No,No,Machine Wash,"adult,bottomwear,casual,classic,denim,jeans,men,orange",https://example.com/images/4244.jpg,elevated everyday essential; ideal for casual wear with a classic aesthetic. Made in denim with solid finish.
4245,RootedHue Green Jeans,RootedHue,Men,Adult,Bottomwear,Jeans,Office,Minimal,Playful,Green,Silver,Spring,Polyester,Regular,NA,NA,Washed,Frill,Athletic,"S,M,L,XL",1230,20,980,Low,4.8,360,128,0.07,100,100,No,Yes,Hand Wash,"adult,bottomwear,green,jeans,men,minimal,office,polyester",https://example.com/images/4245.jpg,comfortable fit with refined detailing; ideal for office wear with a minimal aesthetic. Made in polyester with washed finish.
4248,RootedHue Beige Jeans,RootedHue,Men,Teen,Bottomwear,Jeans,Gym,Sporty,Classic,Beige,Beige,Autumn,Linen,Relaxed,NA,NA,Washed,Patchwork,Regular,"S,M,L,XL",980,35,640,Low,4.4,473,24,0.08,100,95,Yes,No,Machine Wash,"beige,bottomwear,gym,jeans,linen,men,sporty,teen",https://example.com/images/4248.jpg,easy-to-style seasonal pick; ideal for gym wear with a sporty aesthetic. Made in linen with washed finish.
4250,Velora Olive Jeans,Velora,Men,Adult,Bottomwear,Jeans,Casual,Sporty,Minimal,Olive,Green,Summer,Cotton,Regular,NA,NA,Checked,Embroidery,Regular,"M,L,XL,XXL",1220,30,850,Low,4.5,915,95,0.08,100,92,Yes,No,Machine Wash,"adult,bottomwear,casual,cotton,jeans,men,olive,sporty",https://example.com/images/4250.jpg,trend-led wardrobe staple; ideal for casual wear with a sporty aesthetic. Made in cotton with checked finish.
4251,Eshine White Jeans,Eshine,Men,Adult,Bottomwear,Jeans,Office,Classic,Classic,White,Green,Spring,Cotton,Relaxed,NA,NA,Solid,None,Plus Size,"28,30,32,34,36",3170,25,2380,Medium,4.5,1020,106,0.04,100,100,No,No,Hand Wash,"adult,bottomwear,classic,cotton,jeans,men,office,white",https://example.com/images/4251.jpg,comfortable fit with refined detailing; ideal for office wear with a classic aesthetic. Made in cotton with solid finish.
4258,ThreadAura Green Jeans,ThreadAura,Men,Teen,Bottomwear,Jeans,Gym,Classic,Edgy,Green,Gold,All Season,Denim,Relaxed,NA,NA,Washed,Pleats,Athletic,"M,L,XL,XXL",1900,20,1520,Medium,4.9,134,50,0.11,100,100,Yes,No,Gentle Wash,"bottomwear,classic,denim,green,gym,jeans,men,teen",https://example.com/images/4258.jpg,fashion-forward look with versatile styling; ideal for gym wear with a classic aesthetic. Made in denim with washed finish.
4259,RootedHue Lavender Jeans,RootedHue,Men,Young Adult,Bottomwear,Jeans,College,Minimal,Statement,Lavender,White,All Season,Cotton,Tapered,NA,NA,Solid,Lace,Regular,"M,L,XL,XXL",2520,25,1890,Medium,4.9,563,168,0.16,100,100,No,Yes,Hand Wash,"bottomwear,college,cotton,jeans,lavender,men,minimal,young_adult",https://example.com/images/4259.jpg,elevated everyday essential; ideal for college wear with a minimal aesthetic. Made in cotton with solid finish.
4264,VivaStyle Peach Jeans,VivaStyle,Men,Young Adult,Bottomwear,Jeans,College,Smart Casual,Elegant,Peach,Gold,Winter,Cotton,Slim,NA,NA,Solid,Frill,Curvy,"S,M,L,XL",1460,5,1390,Medium,4.0,1849,19,0.02,100,100,No,No,Gentle Wash,"bottomwear,college,cotton,jeans,men,peach,smart_casual,young_adult",https://example.com/images/4264.jpg,easy-to-style seasonal pick; ideal for college wear with a smart casual aesthetic. Made in cotton with solid finish.
4270,CityDrift Turquoise Jeans,CityDrift,Men,Young Adult,Bottomwear,Jeans,Casual,Sporty,Classic,Turquoise,Green,Summer,Linen,Tapered,NA,NA,Checked,Embroidery,Slim,"M,L,XL,XXL",1980,20,1580,Medium,3.9,84,146,0.09,94,84,Yes,Yes,Gentle Wash,"bottomwear,casual,jeans,linen,men,sporty,turquoise,young_adult",https://example.com/images/4270.jpg,fashion-forward look with versatile styling; ideal for casual wear with a sporty aesthetic. Made in linen with checked finish.
4287,RootedHue Blue Jeans,RootedHue,Men,Teen,Bottomwear,Jeans,Travel,Minimal,Elegant,Blue,Grey,All Season,Linen,Slim,NA,NA,Washed,Ruffles,Slim,"28,30,32,34,36",2480,30,1740,Medium,5.0,1670,69,0.1,100,100,Yes,No,Dry Clean,"blue,bottomwear,jeans,linen,men,minimal,teen,travel",https://example.com/images/4287.jpg,comfortable fit with refined detailing; ideal for travel wear with a minimal aesthetic. Made in linen with washed finish.
4291,LuxeLane Blue Jeans,LuxeLane,Men,Teen,Bottomwear,Jeans,Gym,Sporty,Vintage,Blue,Gold,Spring,Denim,Tapered,NA,NA,Checked,Frill,Regular,"28,30,32,34,36",1910,25,1430,Medium,4.3,870,137,0.09,100,96,No,No,Machine Wash,"blue,bottomwear,denim,gym,jeans,men,sporty,teen",https://example.com/images/4291.jpg,lightweight and breathable design; ideal for gym wear with a sporty aesthetic. Made in denim with checked finish.
4296,ThreadAura Peach Jeans,ThreadAura,Men,Young Adult,Bottomwear,Jeans,Gym,Classic,Classic,Peach,Green,Summer,Denim,Tapered,NA,NA,Washed,Lace,Regular,"28,30,32,34,36",1220,5,1160,Medium,4.1,1690,24,0.07,100,100,No,Yes,Gentle Wash,"bottomwear,classic,denim,gym,jeans,men,peach,young_adult",https://example.com/images/4296.jpg,comfortable fit with refined detailing; ideal for gym wear with a classic aesthetic. Made in denim with washed finish.
4300,NovaNest Yellow Jeans,NovaNest,Men,Teen,Bottomwear,Jeans,Gym,Streetwear,Vintage,Yellow,Pink,Autumn,Denim,Regular,NA,NA,Checked,Patchwork,Slim,"S,M,L",2840,0,2840,Premium,4.2,2195,145,0.15,100,100,Yes,No,Dry Clean,"bottomwear,denim,gym,jeans,men,streetwear,teen,yellow",https://example.com/images/4300.jpg,lightweight and breathable design; ideal for gym wear with a streetwear aesthetic. Made in denim with checked finish.
4308,NovaNest Pink Jeans,NovaNest,Men,Young Adult,Bottomwear,Jeans,Travel,Classic,Classic,Pink,Green,Monsoon,Polyester,Tapered,NA,NA,Washed,Patchwork,Athletic,"S,M,L",3000,35,1950,Medium,3.8,2054,103,0.08,100,98,No,Yes,Gentle Wash,"bottomwear,classic,jeans,men,pink,polyester,travel,young_adult",https://example.com/images/4308.jpg,lightweight and breathable design; ideal for travel wear with a classic aesthetic. Made in polyester with washed finish.
4314,FableFit Yellow Jeans,FableFit,Men,Adult,Bottomwear,Jeans,Gym,Classic,Contemporary,Yellow,Pink,Winter,Linen,Tapered,NA,NA,Checked,Frill,Plus Size,"M,L,XL,XXL",2990,25,2240,Medium,4.8,581,97,0.06,100,100,Yes,No,Dry Clean,"adult,bottomwear,classic,gym,jeans,linen,men,yellow",https://example.com/images/4314.jpg,comfortable fit with refined detailing; ideal for gym wear with a classic aesthetic. Made in linen with checked finish.
4315,Eshine Purple Jeans,Eshine,Men,Young Adult,Bottomwear,Jeans,Travel,Sporty,Contemporary,Purple,Black,All Season,Linen,Regular,NA,NA,Checked,Lace,Curvy,"M,L,XL,XXL",3030,15,2580,Premium,4.3,347,162,0.09,100,90,No,No,Gentle Wash,"bottomwear,jeans,linen,men,purple,sporty,travel,young_adult",https://example.com/images/4315.jpg,easy-to-style seasonal pick; ideal for travel wear with a sporty aesthetic. Made in linen with checked finish.
4318,MintMode White Jeans,MintMode,Men,Young Adult,Bottomwear,Jeans,Office,Smart Casual,Classic,White,Gold,Summer,Cotton,Slim,NA,NA,Checked,Ruffles,Athletic,"28,30,32,34,36",2640,15,2240,Medium,5.0,1769,146,0.06,100,100,Yes,No,Machine Wash,"bottomwear,cotton,jeans,men,office,smart_casual,white,young_adult",https://example.com/images/4318.jpg,lightweight and breathable design; ideal for office wear with a smart casual aesthetic. Made in cotton with checked finish.
4319,FableFit Purple Jeans,FableFit,Men,Teen,Bottomwear,Jeans,College,Streetwear,Playful,Purple,Green,Autumn,Cotton,Tapered,NA,NA,Solid,Sequins,Athletic,"28,30,32,34,36",2680,30,1880,Medium,4.7,806,117,0.02,100,90,Yes,Yes,Gentle Wash,"bottomwear,college,cotton,jeans,men,purple,streetwear,teen",https://example.com/images/4319.jpg,comfortable fit with refined detailing; ideal for college wear with a streetwear aesthetic. Made in cotton with solid finish.
4329,NovaNest Olive Jeans,NovaNest,Men,Teen,Bottomwear,Jeans,Travel,Streetwear,Elegant,Olive,Green,Monsoon,Linen,Slim,NA,NA,Checked,Pleats,Curvy,"M,L,XL,XXL",850,35,550,Low,3.9,1115,39,0.13,100,100,Yes,No,Machine Wash,"bottomwear,jeans,linen,men,olive,streetwear,teen,travel",https://example.com/images/4329.jpg,elevated everyday essential; ideal for travel wear with a streetwear aesthetic. Made in linen with checked finish.
4330,FableFit Teal Jeans,FableFit,Men,Adult,Bottomwear,Jeans,Casual,Smart Casual,Statement,Teal,Pink,Autumn,Polyester,Tapered,NA,NA,Solid,None,Regular,"28,30,32,34,36",850,10,760,Low,4.8,524,145,0.09,100,100,No,No,Machine Wash,"adult,bottomwear,casual,jeans,men,polyester,smart_casual,teal",https://example.com/images/4330.jpg,lightweight and breathable design; ideal for casual wear with a smart casual aesthetic. Made in polyester with solid finish.
4335,RootedHue Lavender Jeans,RootedHue,Men,Adult,Bottomwear,Jeans,Gym,Streetwear,Contemporary,Lavender,None,All Season,Denim,Relaxed,NA,NA,Washed,Buttons,Curvy,"S,M,L",1320,40,790,Low,4.2,261,102,0.12,100,100,Yes,No,Dry Clean,"adult,bottomwear,denim,gym,jeans,lavender,men,streetwear",https://example.com/images/4335.jpg,fashion-forward look with versatile styling; ideal for gym wear with a streetwear aesthetic. Made in denim with washed finish.
4337,CityDrift Turquoise Jeans,CityDrift,Men,Adult,Bottomwear,Jeans,Gym,Smart Casual,Elegant,Turquoise,Blue,Autumn,Polyester,Relaxed,NA,NA,Solid,Frill,Athletic,"M,L,XL,XXL",2540,35,1650,Medium,4.3,1309,121,0.08,100,100,No,No,Gentle Wash,"adult,bottomwear,gym,jeans,men,polyester,smart_casual,turquoise",https://example.com/images/4337.jpg,elevated everyday essential; ideal for gym wear with a smart casual aesthetic. Made in polyester with solid finish.
4341,RootedHue Green Jeans,RootedHue,Men,Young Adult,Bottomwear,Jeans,Gym,Minimal,Contemporary,Green,Beige,Winter,Cotton,Tapered,NA,NA,Checked,Embroidery,Regular,"S,M,L",1460,5,1390,Medium,4.2,1379,127,0.13,100,100,No,No,Machine Wash,"bottomwear,cotton,green,gym,jeans,men,minimal,young_adult",https://example.com/images/4341.jpg,lightweight and breathable design; ideal for gym wear with a minimal aesthetic. Made in cotton with checked finish.
4347,RootedHue Grey Jeans,RootedHue,Men,Adult,Bottomwear,Jeans,Office,Minimal,Edgy,Grey,Grey,Winter,Denim,Slim,NA,NA,Solid,Lace,Curvy,"S,M,L",1170,5,1110,Medium,4.3,570,58,0.07,100,100,No,Yes,Dry Clean,"adult,bottomwear,denim,grey,jeans,men,minimal,office",https://example.com/images/4347.jpg,lightweight and breathable design; ideal for office wear with a minimal aesthetic. Made in denim with solid finish.
4348,Velora Teal Jeans,Velora,Men,Teen,Bottomwear,Jeans,Office,Smart Casual,Minimal,Teal,None,Spring,Cotton,Slim,NA,NA,Checked,Lace,Regular,"S,M,L,XL",1940,20,1550,Medium,4.1,188,61,0.1,99,100,Yes,No,Machine Wash,"bottomwear,cotton,jeans,men,office,smart_casual,teal,teen",https://example.com/images/4348.jpg,fashion-forward look with versatile styling; ideal for office wear with a smart casual aesthetic. Made in cotton with checked finish.
4361,VivaStyle Grey Jeans,VivaStyle,Men,Young Adult,Bottomwear,Jeans,College,Smart Casual,Playful,Grey,Gold,Autumn,Polyester,Tapered,NA,NA,Washed,Sequins,Curvy,"S,M,L",2540,40,1520,Medium,3.5,244,90,0.04,100,100,Yes,Yes,Dry Clean,"bottomwear,college,grey,jeans,men,polyester,smart_casual,young_adult",https://example.com/images/4361.jpg,elevated everyday essential; ideal for college wear with a smart casual aesthetic. Made in polyester with washed finish.
4363,LuxeLane Mustard Jeans,LuxeLane,Men,Adult,Bottomwear,Jeans,Casual,Classic,Contemporary,Mustard,None,Autumn,Polyester,Slim,NA,NA,Checked,Sequins,Curvy,"28,30,32,34,36",2010,5,1910,Medium,4.7,1815,155,0.08,100,93,No,No,Machine Wash,"adult,bottomwear,casual,classic,jeans,men,mustard,polyester",https://example.com/images/4363.jpg,easy-to-style seasonal pick; ideal for casual wear with a classic aesthetic. Made in polyester with checked finish.
4367,LuxeLane Olive Jeans,LuxeLane,Men,Adult,Bottomwear,Jeans,Casual,Classic,Contemporary,Olive,White,Monsoon,Cotton,Tapered,NA,NA,Washed,Patchwork,Regular,"S,M,L,XL",3840,5,3650,Premium,4.0,1479,42,0.06,100,99,No,No,Gentle Wash,"adult,bottomwear,casual,classic,cotton,jeans,men,olive",https://example.com/images/4367.jpg,lightweight and breathable design; ideal for casual wear with a classic aesthetic. Made in cotton with washed finish.
4368,UrbanWeave Turquoise Jeans,UrbanWeave,Men,Young Adult,Bottomwear,Jeans,Gym,Sporty,Edgy,Turquoise,Black,Autumn,Linen,Tapered,NA,NA,Checked,None,Regular,"M,L,XL,XXL",1320,25,990,Low,4.4,1528,119,0.02,100,100,Yes,Yes,Hand Wash,"bottomwear,gym,jeans,linen,men,sporty,turquoise,young_adult",https://example.com/images/4368.jpg,occasion-ready statement piece; ideal for gym wear with a sporty aesthetic. Made in linen with checked finish.
4373,RootedHue Red Jeans,RootedHue,Men,Young Adult,Bottomwear,Jeans,Gym,Smart Casual,Classic,Red,Pink,All Season,Denim,Relaxed,NA,NA,Checked,Lace,Slim,"S,M,L",820,30,570,Low,4.4,1717,172,0.13,100,99,Yes,Yes,Hand Wash,"bottomwear,denim,gym,jeans,men,red,smart_casual,young_adult",https://example.com/images/4373.jpg,fashion-forward look with versatile styling; ideal for gym wear with a smart casual aesthetic. Made in denim with checked finish.
4376,Velora Brown Jeans,Velora,Men,Teen,Bottomwear,Jeans,Casual,Classic,Playful,Brown,White,All Season,Linen,Relaxed,NA,NA,Checked,Sequins,Curvy,"M,L,XL,XXL",880,25,660,Low,4.8,1568,98,0.11,100,100,No,Yes,Dry Clean,"bottomwear,brown,casual,classic,jeans,linen,men,teen",https://example.com/images/4376.jpg,comfortable fit with refined detailing; ideal for casual wear with a classic aesthetic. Made in linen with checked finish.
4406,Eshine Peach Jeans,Eshine,Men,Teen,Bottomwear,Jeans,Casual,Classic,Minimal,Peach,Black,Spring,Linen,Relaxed,NA,NA,Washed,None,Slim,"M,L,XL,XXL",1000,10,900,Low,3.9,594,157,0.08,100,100,No,Yes,Dry Clean,"bottomwear,casual,classic,jeans,linen,men,peach,teen",https://example.com/images/4406.jpg,comfortable fit with refined detailing; ideal for casual wear with a classic aesthetic. Made in linen with washed finish.
4001,FableFit Pink Joggers,FableFit,Men,Young Adult,Bottomwear,Joggers,Casual,Streetwear,Elegant,Pink,Green,Winter,Polyester,Regular,NA,NA,Washed,Ruffles,Plus Size,"S,M,L",2530,30,1770,Medium,4.5,876,103,0.08,100,100,No,Yes,Dry Clean,"bottomwear,casual,joggers,men,pink,polyester,streetwear,young_adult",https://example.com/images/4001.jpg,trend-led wardrobe staple; ideal for casual wear with a streetwear aesthetic. Made in polyester with washed finish.
4011,VivaStyle Green Joggers,VivaStyle,Men,Young Adult,Bottomwear,Joggers,Gym,Classic,Elegant,Green,Grey,All Season,Polyester,Relaxed,NA,NA,Checked,Embroidery,Slim,"S,M,L,XL",2380,35,1550,Medium,4.7,195,97,0.09,100,100,No,Yes,Gentle Wash,"bottomwear,classic,green,gym,joggers,men,polyester,young_adult",https://example.com/images/4011.jpg,elevated everyday essential; ideal for gym wear with a classic aesthetic. Made in polyester with checked finish.
4013,RootedHue White Joggers,RootedHue,Men,Adult,Bottomwear,Joggers,Office,Minimal,Edgy,White,Green,Monsoon,Denim,Tapered,NA,NA,Checked,Ruffles,Slim,"28,30,32,34,36",3020,10,2720,Premium,4.4,113,179,0.11,100,100,No,Yes,Dry Clean,"adult,bottomwear,denim,joggers,men,minimal,office,white",https://example.com/images/4013.jpg,elevated everyday essential; ideal for office wear with a minimal aesthetic. Made in denim with checked finish.
4014,RootedHue Navy Joggers,RootedHue,Men,Adult,Bottomwear,Joggers,Travel,Smart Casual,Edgy,Navy,Beige,Winter,Denim,Regular,NA,NA,Solid,Sequins,Plus Size,"S,M,L,XL",1580,0,1580,Medium,4.0,379,122,0.02,99,100,No,No,Hand Wash,"adult,bottomwear,denim,joggers,men,navy,smart_casual,travel",https://example.com/images/4014.jpg,comfortable fit with refined detailing; ideal for travel wear with a smart casual aesthetic. Made in denim with solid finish.
4021,NovaNest Navy Joggers,NovaNest,Men,Teen,Bottomwear,Joggers,Gym,Classic,Vintage,Navy,Silver,Autumn,Polyester,Tapered,NA,NA,Solid,Embroidery,Curvy,"28,30,32,34,36",950,35,620,Low,4.1,1102,129,0.05,100,94,Yes,No,Gentle Wash,"bottomwear,classic,gym,joggers,men,navy,polyester,teen",https://example.com/images/4021.jpg,comfortable fit with refined detailing; ideal for gym wear with a classic aesthetic. Made in polyester with solid finish.
4025,VivaStyle Pink Joggers,VivaStyle,Men,Adult,Bottomwear,Joggers,Gym,Classic,Classic,Pink,Gold,Winter,Polyester,Slim,NA,NA,Checked,None,Slim,"M,L,XL,XXL",3140,5,2980,Premium,4.0,2047,105,0.05,100,99,No,No,Hand Wash,"adult,bottomwear,classic,gym,joggers,men,pink,polyester",https://example.com/images/4025.jpg,premium finish with modern silhouette; ideal for gym wear with a classic aesthetic. Made in polyester with checked finish.
4034,RootedHue Turquoise Joggers,RootedHue,Men,Teen,Bottomwear,Joggers,Office,Classic,Minimal,Turquoise,White,All Season,Denim,Slim,NA,NA,Checked,Sequins,Regular,"S,M,L",2580,10,2320,Medium,4.1,568,26,0.07,100,100,No,No,Hand Wash,"bottomwear,classic,denim,joggers,men,office,teen,turquoise",https://example.com/images/4034.jpg,trend-led wardrobe staple; ideal for office wear with a classic aesthetic. Made in denim with checked finish.
4038,VivaStyle Turquoise Joggers,VivaStyle,Men,Young Adult,Bottomwear,Joggers,Office,Streetwear,Playful,Turquoise,White,Winter,Denim,Tapered,NA,NA,Solid,Sequins,Curvy,"M,L,XL,XXL",780,20,620,Low,4.5,1090,78,0.05,100,100,No,No,Gentle Wash,"bottomwear,denim,joggers,men,office,streetwear,turquoise,young_adult",https://example.com/images/4038.jpg,lightweight and breathable design; ideal for office wear with a streetwear aesthetic. Made in denim with solid finish.
4040,VivaStyle Turquoise Joggers,VivaStyle,Men,Young Adult,Bottomwear,Joggers,Office,Streetwear,Classic,Turquoise,Black,Autumn,Cotton,Slim,NA,NA,Checked,Frill,Curvy,"28,30,32,34,36",2070,30,1450,Medium,4.2,126,131,0.08,100,100,No,No,Hand Wash,"bottomwear,cotton,joggers,men,office,streetwear,turquoise,young_adult",https://example.com/images/4040.jpg,occasion-ready statement piece; ideal for office wear with a streetwear aesthetic. Made in cotton with checked finish.
4042,VivaStyle Grey Joggers,VivaStyle,Men,Young Adult,Bottomwear,Joggers,Casual,Minimal,Contemporary,Grey,Pink,Winter,Polyester,Slim,NA,NA,Washed,Lace,Regular,"M,L,XL,XXL",1340,25,1000,Medium,4.7,1539,174,0.11,100,100,No,Yes,Machine Wash,"bottomwear,casual,grey,joggers,men,minimal,polyester,young_adult",https://example.com/images/4042.jpg,trend-led wardrobe staple; ideal for casual wear with a minimal aesthetic. Made in polyester with washed finish.
4043,RootedHue Orange Joggers,RootedHue,Men,Teen,Bottomwear,Joggers,Travel,Minimal,Contemporary,Orange,Silver,Spring,Polyester,Slim,NA,NA,Checked,Lace,Plus Size,"S,M,L,XL",940,20,750,Low,4.2,1756,152,0.03,100,100,No,No,Gentle Wash,"bottomwear,joggers,men,minimal,orange,polyester,teen,travel",https://example.com/images/4043.jpg,elevated everyday essential; ideal for travel wear with a minimal aesthetic. Made in polyester with checked finish.
4044,VivaStyle Maroon Joggers,VivaStyle,Men,Teen,Bottomwear,Joggers,College,Smart Casual,Classic,Maroon,Pink,Winter,Denim,Regular,NA,NA,Washed,Patchwork,Regular,"M,L,XL,XXL",2760,5,2620,Premium,4.2,1675,52,0.1,100,100,No,No,Dry Clean,"bottomwear,college,denim,joggers,maroon,men,smart_casual,teen",https://example.com/images/4044.jpg,easy-to-style seasonal pick; ideal for college wear with a smart casual aesthetic. Made in denim with washed finish.
4046,RootedHue Black Joggers,RootedHue,Men,Young Adult,Bottomwear,Joggers,College,Classic,Statement,Black,Green,Autumn,Polyester,Tapered,NA,NA,Checked,Ruffles,Slim,"S,M,L",870,25,650,Low,4.1,1041,110,0.21,100,100,No,No,Gentle Wash,"black,bottomwear,classic,college,joggers,men,polyester,young_adult",https://example.com/images/4046.jpg,trend-led wardrobe staple; ideal for college wear with a classic aesthetic. Made in polyester with checked finish.
4052,Eshine Yellow Joggers,Eshine,Men,Teen,Bottomwear,Joggers,Gym,Classic,Elegant,Yellow,Black,Autumn,Polyester,Tapered,NA,NA,Checked,Sequins,Regular,"S,M,L,XL",2800,40,1680,Medium,4.8,2074,169,0.17,100,100,No,No,Hand Wash,"bottomwear,classic,gym,joggers,men,polyester,teen,yellow",https://example.com/images/4052.jpg,occasion-ready statement piece; ideal for gym wear with a classic aesthetic. Made in polyester with checked finish.
4058,CityDrift Black Joggers,CityDrift,Men,Adult,Bottomwear,Joggers,Office,Minimal,Classic,Black,White,Spring,Denim,Relaxed,NA,NA,Checked,None,Regular,"S,M,L,XL",1700,25,1280,Medium,4.7,1127,28,0.05,100,100,Yes,No,Gentle Wash,"adult,black,bottomwear,denim,joggers,men,minimal,office",https://example.com/images/4058.jpg,fashion-forward look with versatile styling; ideal for office wear with a minimal aesthetic. Made in denim with checked finish.
4059,CityDrift Pink Joggers,CityDrift,Men,Adult,Bottomwear,Joggers,Travel,Streetwear,Statement,Pink,Blue,Spring,Linen,Relaxed,NA,NA,Solid,Sequins,Plus Size,"28,30,32,34,36",3190,25,2390,Medium,3.7,320,122,0.03,94,100,Yes,No,Hand Wash,"adult,bottomwear,joggers,linen,men,pink,streetwear,travel",https://example.com/images/4059.jpg,premium finish with modern silhouette; ideal for travel wear with a streetwear aesthetic. Made in linen with solid finish.
